Tempo(s)	Deformacao(mm)	Forca(N)
1945,2 	16,208 	8198,0 
1945,7 	16,212 	8181,2 
1946,2 	16,217 	8172,7 
1946,7 	16,221 	8157,6 
1947,2 	16,225 	8147,5 
1947,7 	16,229 	8137,4 
1948,2 	16,233 	8123,9 
1948,7 	16,238 	8115,5 
1949,2 	16,242 	8096,9 
1949,7 	16,246 	8088,5 
1950,2 	16,250 	8073,3 
1950,7 	16,254 	8059,9 
1951,2 	16,258 	8051,4 
1951,7 	16,262 	8032,9 
1952,2 	16,267 	8022,8 
1952,7 	16,271 	8006,0 
1953,2 	16,275 	7997,5 
1953,7 	16,279 	7984,1 
1954,2 	16,283 	7967,2 
1954,7 	16,288 	7957,1 
1955,2 	16,292 	7938,6 
1955,7 	16,296 	7928,5 
1956,2 	16,300 	7915,0 
1956,7 	16,304 	7898,1 
1957,2 	16,308 	7884,7 
1957,7 	16,312 	7867,8 
1958,2 	16,317 	7857,7 
1958,7 	16,321 	7839,2 
1959,2 	16,325 	7825,7 
1959,7 	16,329 	7810,5 
1960,2 	16,333 	7795,4 
1960,7 	16,338 	7785,3 
1961,2 	16,342 	7763,4 
1961,7 	16,346 	7751,6 
1962,2 	16,350 	7731,3 
1962,7 	16,354 	7717,9 
1963,2 	16,358 	7704,4 
1963,7 	16,362 	7684,2 
1964,2 	16,367 	7672,4 
1964,7 	16,371 	7650,5 
1965,2 	16,375 	7637,0 
1965,7 	16,379 	7618,5 
1966,2 	16,383 	7601,6 
1966,7 	16,388 	7584,8 
1967,2 	16,392 	7564,5 
1967,7 	16,396 	7549,4 
1968,2 	16,400 	7527,5 
1968,7 	16,404 	7512,3 
1969,2 	16,408 	7493,8 
1969,7 	16,412 	7471,9 
1970,2 	16,417 	7455,0 
1970,7 	16,421 	7429,8 
1971,2 	16,425 	7412,9 
1971,7 	16,429 	7387,6 
1972,2 	16,433 	7360,7 
1972,7 	16,438 	7335,4 
1973,2 	16,442 	7301,7 
1973,7 	16,446 	7266,3 
1974,1 	16,449 	7193,9 
1974,3 	16,451 	7121,5 
1974,4 	16,452 	7049,0 
1974,5 	16,454 	4823,5 
1974,5 	16,454 	542,49 
